525,1
317,0
642,1
291,0
792,0
107,1
698,1
420,0
828,0
821,0
428,1
334,0
356,0
266,1
952,0
371,0
625,0
263,0
48,0
241,1
627,0
977,1
879,1
827,0
667,0
896,0
360,0
943,1
176,0
23,0
507,0
1026,1
1008,0
127,1
652,0
704,0
95,0
1017,1
311,0
936,0
822,0
740,0
587,1
697,1
502,1
596,1
457,1
487,1
290,1
104,0
148,0
769,1
549,1
1038,0
197,0
481,1
624,0
310,0
314,1
343,0
995,1
375,0
264,0
813,1
928,0
379,0
706,1
468,1
205,1
600,0
920,0
246,0
456,0
399,0
99,0
765,0
22,0
683,0
390,1
1021,0
1025,1
997,1
239,0
34,1
971,1
728,0
721,1
668,0
999,1
877,0
374,0
870,0
626,1
761,1
830,1
496,0
432,0
703,0
229,1
96,0
193,0
181,1
143,0
789,1
93,1
1031,0
562,1
293,1
810,1
49,1
198,0
771,1
947,1
763,0
931,1
459,0
182,0
558,0
794,1
757,0
65,0
578,1
546,1
553,0
542,0
653,0
988,0
756,0
898,1
214,0
401,1
592,0
309,1
276,0
510,0
891,0
635,0
97,0
778,1
218,1
257,1
370,1
163,0
648,0
373,0
448,0
725,1
917,1
1037,1
437,1
126,0
326,0
948,1
963,1
654,1
59,0
567,1
491,1
859,0
591,1
797,0
440,0
332,0
258,1
464,0
597,1
505,0
843,0
39,1
117,1
787,0
665,0
621,1
398,0
449,1
158,0
799,0
389,0
160,0
650,1
402,1
21,0
700,1
607,0
996,0
238,0
213,1
905,1
848,0
939,1
686,0
980,0
537,1
616,0
55,0
754,1
240,0
52,1
734,0
925,0
569,1
632,0
94,0
190,1
873,1
1039,1
1015,1
124,1
125,1
247,0
622,1
248,0
752,0
27,0
318,0
715,0
138,1
429,0
417,1
88,0
387,1
991,0
315,0
121,1
0,0
305,1
795,0
137,0
681,0
513,1
1000,0
72,0
529,1
132,0
82,1
478,1
262,1
382,0
45,1
915,0
772,0
955,0
895,1
779,1
1007,1
304,0
618,1
91,0
914,1
106,1
984,0
1006,1
102,0
1032,0
73,1
415,0
467,0
543,1
564,1
38,1
86,0
638,0
157,0
53,1
508,0
463,1
33,1
328,0
1011,0
203,1
807,0
881,1
659,0
140,0
547,0
949,1
655,0
272,0
471,0
872,0
444,0
383,1
184,0
685,0
916,1
4,1
338,1
295,1
588,0
885,0
113,1
902,1
956,1
811,0
149,1
751,1
883,1
6,0
731,0
54,1
853,0
1019,0
565,0
462,1
851,0
944,0
645,1
584,0
563,0
357,1
782,1
495,0
682,1
871,1
775,0
974,1
824,0
170,1
377,1
826,1
965,0
70,0
249,1
800,0
134,0
344,0
24,0
346,1
901,0
409,0
520,0
832,0
340,0
604,1
142,0
687,0
458,1
727,0
777,1
663,1
333,0
774,0
559,0
863,1
57,1
259,1
460,1
286,1
330,1
852,0
708,0
959,1
829,1
396,0
28,0
413,0
388,0
557,0
804,0
820,0
369,0
171,0
75,0
982,1
910,0
18,1
438,0
780,0
79,1
319,0
636,1
46,1
393,0
439,0
243,0
987,1
709,1
1029,1
162,1
1036,1
154,1
812,1
348,0
152,0
223,0
918,0
494,1
623,0
634,1
913,1
661,1
776,0
954,1
37,1
802,1
892,1
722,1
865,1
355,0
723,0
536,0
323,0
188,0
860,0
325,1
764,0
717,0
167,0
392,0
466,1
702,0
660,0
976,0
15,1
189,0
116,1
938,1
1028,1
855,1
145,1
465,1
211,0
693,1
339,1
376,0
736,0
92,0
657,1
817,1
572,0
174,0
716,0
455,0
329,0
523,0
526,1
535,0
934,0
574,0
1023,1
906,1
927,1
696,0
550,0
430,0
672,0
662,0
425,1
120,0
391,1
118,1
298,1
296,0
342,0
857,1
365,1
503,0
201,1
453,1
673,1
63,1
209,1
128,0
738,1
814,0
818,1
353,1
608,0
7,1
694,0
637,0
1012,1
141,0
385,1
84,0
313,1
422,1
849,1
253,1
615,0
283,1
159,1
292,1
335,0
919,0
506,1
791,0
480,0
64,0
613,1
610,1
10,1
862,1
195,0
411,0
904,0
427,0
1004,0
733,1
424,0
47,0
577,1
445,0
739,0
773,1
968,0
177,1
11,0
545,1
289,1
29,1
713,0
501,1
237,0
1002,1
701,0
67,0
150,1
405,0
598,0
1,1
9,1
349,0
98,1
724,0
114,1
479,1
227,1
732,1
331,0
788,1
345,1
136,0
575,0
783,1
202,1
242,1
1020,0
178,1
235,0
1018,1
361,1
435,1
337,1
204,0
267,0
245,0
522,1
961,1
718,0
489,1
973,1
590,0
990,1
656,0
260,0
966,1
760,0
803,0
105,1
115,0
492,0
808,0
194,1
493,0
666,1
720,0
87,0
175,0
62,0
412,0
130,1
671,1
66,1
110,1
942,0
490,1
940,1
1033,1
499,0
858,1
840,0
363,0
518,0
395,0
664,0
603,0
611,0
30,1
36,1
443,0
436,0
452,1
805,1
593,1
844,0
534,1
316,1
20,0
220,1
521,1
533,0
207,0
874,1
958,0
308,0
484,0
678,1
497,0
301,0
786,1
43,0
183,1
766,1
416,0
161,1
646,0
1003,0
770,1
321,1
208,0
156,1
926,0
1030,0
367,1
842,1
946,0
192,0
741,0
909,0
945,1
426,1
556,0
362,1
785,0
441,0
964,0
16,0
299,0
884,0
524,1
168,0
605,1
975,1
123,0
957,0
831,1
191,0
1009,1
924,1
196,0
199,0
540,0
347,0
907,0
887,1
676,0
477,1
544,0
51,0
695,0
742,0
911,1
172,1
166,0
271,1
670,1
351,1
269,1
532,0
270,0
1024,0
403,0
972,1
629,0
806,1
950,1
530,1
985,1
570,1
50,1
254,0
970,0
620,1
206,0
639,0
381,0
631,0
619,0
986,1
397,0
908,1
554,1
40,0
101,0
581,0
1014,0
364,0
386,1
735,0
226,1
922,1
628,0
320,0
819,0
719,0
488,0
42,1
894,0
606,1
758,0
307,1
781,1
224,0
846,0
217,1
1027,0
823,1
155,0
129,1
539,0
228,0
169,1
372,0
461,1
582,1
816,0
103,0
886,1
793,0
514,1
658,1
969,1
768,0
1034,1
730,1
692,0
527,1
509,0
989,0
139,0
992,0
80,0
998,0
78,0
850,1
273,0
186,1
1035,1
893,0
517,1
394,1
869,1
433,1
231,0
13,1
579,1
614,1
839,1
755,0
674,1
44,1
815,0
548,1
680,0
953,1
560,0
531,1
790,0
640,0
112,0
825,1
221,0
856,0
617,0
798,0
854,1
322,1
147,0
643,0
244,1
602,1
151,0
711,1
912,0
979,0
586,1
81,1
312,0
89,1
838,1
368,0
280,0
256,0
153,1
216,0
1022,0
599,1
68,0
585,1
691,1
111,1
300,0
187,1
302,0
595,0
41,1
967,1
284,0
472,0
555,0
451,0
69,0
649,1
641,1
889,1
962,1
359,1
573,0
407,1
528,0
747,0
281,1
689,1
146,1
878,1
888,0
930,1
743,1
759,0
179,0
882,1
762,1
690,1
222,0
135,1
960,0
474,1
809,1
699,0
74,1
5,0
354,1
1001,1
233,0
476,0
644,0
746,1
277,0
801,1
26,1
282,1
568,0
100,0
234,1
470,1
251,0
288,0
796,0
684,0
400,0
200,0
748,0
511,0
485,1
408,0
1010,1
580,0
173,1
336,0
712,0
937,1
252,0
133,1
516,1
630,0
594,1
219,1
519,0
589,1
236,0
981,0
60,0
285,0
414,0
500,1
473,1
446,0
633,1
210,1
12,1
932,0
165,1
486,0
450,1
423,0
410,1
384,0
841,1
71,0
561,1
538,1
352,0
274,1
418,1
866,1
714,1
994,1
868,0
890,1
601,0
350,0
475,0
929,1
279,0
17,0
745,1
729,1
341,0
324,0
421,0
651,1
327,1
899,0
864,0
3,0
431,1
19,0
230,0
83,0
576,0
583,1
512,0
144,0
32,0
442,1
185,1
612,1
482,1
225,1
880,0
215,1
515,0
744,0
933,1
571,1
419,0
447,0
647,1
404,0
212,0
56,0
255,1
669,1
278,0
265,1
767,0
61,0
876,0
358,1
753,0
834,1
131,0
705,1
77,0
287,1
35,0
837,0
108,0
250,1
90,1
833,1
900,0
275,0
935,0
1013,0
119,1
941,0
85,1
268,0
978,1
836,1
366,0
378,1
1005,0
261,0
454,0
58,1
566,0
76,0
675,1
677,0
180,0
31,1
726,1
380,1
921,1
109,0
784,0
749,1
710,0
983,1
679,1
551,1
867,0
951,1
688,0
8,0
306,1
297,0
609,0
14,0
406,0
875,1
294,1
737,1
25,1
750,1
923,0
483,0
847,1
897,1
707,0
552,0
993,1
434,1
845,0
232,0
504,0
2,1
903,0
541,1
861,0
122,1
164,1
498,1
469,1
303,0
835,1
1016,0
